region,cases,deaths,recovered
USA,7097125,205439,4343501
India,5640496,90021,4581820
Brazil,4595335,138159,3945627
Russia,1115810,19649,917949
Colombia,777537,24570,650801
Peru,772896,31474,622418
Mexico,700580,73697,502982
Spain,682267,30904,N/A
South Africa,663282,16118,592904
Argentina,640147,13482,508563
France,468069,31416,93538
Chile,448523,12321,423176
Iran,429193,24656,363737
UK,403551,41825,N/A
Bangladesh,352178,5007,260790
Saudi Arabia,330798,4542,312684
Iraq,327580,8682,261757
Pakistan,306886,6424,293159
Turkey,306302,7639,269696
Italy,300897,35738,219670
Philippines,291789,5049,230643
Germany,277176,9491,247900
Indonesia,252923,9837,184298
Israel,193374,1285,140751
Ukraine,181237,3642,79901
Canada,146570,9234,126288
Bolivia,130986,7654,90240
Ecuador,127643,11126,102852
Qatar,123917,211,120766
Romania,114648,4503,92169
Dominican Republic,109269,2064,82741
Kazakhstan,107374,1671,102064
Panama,106810,2272,82320
Morocco,105346,1889,85883
Belgium,103392,9950,18977
Egypt,102254,5806,91143
Kuwait,100683,588,91612
Netherlands,98240,6291,N/A
Oman,94711,865,86195
Sweden,89436,5870,N/A
Guatemala,86623,3137,75869
UAE,86447,405,76025
Poland,80699,2316,64972
Japan,79438,1508,71648
Belarus,76104,791,73386
Honduras,72075,2204,22611
Ethiopia,70422,1127,28991
Portugal,69663,1925,45974
Venezuela,67443,555,56726
Costa Rica,66689,760,25706
Nepal,66632,429,48061
Bahrain,66402,227,59367
Singapore,57627,27,57262
Nigeria,57613,1100,48836
Czechia,53158,531,26151
Uzbekistan,52685,442,49067
Switzerland,50664,2054,42100
Algeria,50214,1689,35307
Armenia,47667,938,42676
Moldova,47446,1230,35542
Ghana,46062,297,45258
Kyrgyzstan,45542,1063,41796
Azerbaijan,39378,578,36949
Austria,39303,771,30312
Afghanistan,39096,1445,32576
Kenya,37218,659,24147
Palestine,36580,269,25469
Paraguay,34260,676,18629
Ireland,33444,1792,23364
Serbia,32999,743,31536
Lebanon,30852,315,12878
Libya,29446,460,15913
El Salvador,27954,814,22113
Australia,26942,854,24218
Bosnia and Herzegovina,25737,778,18359
Denmark,23799,641,18035
S. Korea,23106,388,20441
Cameroon,20598,416,19124
Hungary,19499,694,4559
Ivory Coast,19343,120,18682
Bulgaria,19123,767,13748
North Macedonia,16867,705,14084
Madagascar,16136,226,14743
Greece,15928,352,9989
Croatia,15136,255,12987
Senegal,14759,302,11621
Zambia,14389,331,13629
Sudan,13578,836,6760
Norway,13153,267,10371
Albania,12666,367,7042
Tunisia,11260,164,2386
Namibia,10607,116,8359
DRC,10523,271,10011
Guinea,10387,65,9780
Malaysia,10358,130,9563
Maldives,9818,34,8438
French Guiana,9738,65,9400
Tajikistan,9432,73,8199
Finland,9195,341,7700
Montenegro,9138,146,5544
Gabon,8704,54,7875
Haiti,8633,223,6482
Luxembourg,8016,124,6848
Zimbabwe,7711,226,5979
Mauritania,7403,161,7011
Mozambique,7114,45,4064
Slovakia,6931,40,3668
Myanmar,6743,115,1951
Uganda,6712,64,2778
Malawi,5739,179,4065
Jordan,5679,33,3707
Djibouti,5407,61,5338
Cabo Verde,5337,52,4742
Eswatini,5307,106,4672
Jamaica,5270,75,1444
Cuba,5222,117,4506
Nicaragua,5073,149,2913
Hong Kong,5047,103,4717
Equatorial Guinea,5018,83,4509
Congo,5002,89,3887
CAR,4786,62,1830
Suriname,4759,100,4541
Rwanda,4738,27,2991
Slovenia,4558,142,3048
Guadeloupe,4487,42,2199
Angola,4236,155,1462
Trinidad and Tobago,4026,65,1871
Georgia,3913,23,1574
Syria,3877,178,983
Lithuania,3859,87,2225
Aruba,3665,25,2426
Mayotte,3541,40,2964
Gambia,3540,110,2002
Thailand,3511,59,3343
Somalia,3465,98,2877
Bahamas,3418,75,1771
Réunion,3415,15,2482
Sri Lanka,3312,13,3118
Mali,3030,129,2380
Estonia,2976,64,2385
Malta,2814,23,2113
South Sudan,2660,49,1290
Botswana,2567,13,624
Guyana,2437,67,1361
Iceland,2419,10,2130
Guinea-Bissau,2324,39,1549
Benin,2294,40,1954
Sierra Leone,2174,72,1652
Yemen,2028,586,1240
Uruguay,1934,46,1645
Burkina Faso,1907,56,1252
New Zealand,1815,25,1729
Togo,1683,41,1290
Andorra,1681,53,1199
Belize,1635,21,967
Cyprus,1618,22,1369
Latvia,1560,36,1248
Lesotho,1424,33,754
French Polynesia,1394,2,1170
Liberia,1336,82,1218
Martinique,1290,20,98
Niger,1193,69,1104
Chad,1155,81,967
Vietnam,1068,35,957
Sao Tome and Principe,908,15,880
San Marino,723,42,669
Diamond Princess,712,13,651
Turks and Caicos,668,5,572
Channel Islands,652,48,575
Sint Maarten,591,20,505
Papua New Guinea,527,7,232
Tanzania,509,21,183
Taiwan,509,7,479
Burundi,474,1,462
Comoros,470,7,453
Faeroe Islands,448,NA,414
Mauritius,367,10,339
Eritrea,364,NA,309
Gibraltar,355,NA,323
Isle of Man,340,24,312
Saint Martin,330,6,206
Mongolia,313,NA,302
Curaçao,282,1,102
Cambodia,275,NA,274
Bhutan,261,NA,194
Cayman Islands,210,1,205
Monaco,197,1,163
Barbados,189,7,173
Bermuda,180,9,166
Brunei,145,3,142
Seychelles,143,NA,136
Liechtenstein,115,1,110
Antigua and Barbuda,96,3,92
British Virgin Islands,69,1,48
St. Vincent Grenadines,64,NA,64
Caribbean Netherlands,54,1,18
Macao,46,NA,46
Fiji,32,2,28
Saint Lucia,27,NA,26
Timor-Leste,27,NA,27
New Caledonia,26,NA,26
Dominica,24,NA,18
Grenada,24,NA,24
Laos,23,NA,22
St. Barth,23,NA,16
Saint Kitts and Nevis,19,NA,17
Greenland,14,NA,14
Montserrat,13,1,12
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Saint Pierre Miquelon,11,NA,5
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Anguilla,3,NA,3
China,85297,4634,80497
Total:,8459305,300488,5311094
Total:,9682956,180559,8005329
